EmpID,BiasInfluentialFactor,FitmentPercent
2305,DegreeBranch,56.56
5158,,56.33
18278,,80.5
5040,DegreeBranch,80.12
20907,Gender,79.23
17492,YearsOfExperince,82.62
3774,YearsOfExperince,78.92
12502,,56.19
8556,,54.65
5508,EmpScore,81.04
15208,,54.23
15141,Gender,79.97
19509,DegreeBranch,82.72
22949,DegreeBranch,81.32
12971,,80.32
23037,Gender,79.96
12414,Gender,79.0
9642,Gender,79.32
8308,DegreeBranch,80.65
2579,,56.26
11645,,56.9
18867,DegreeBranch,81.28
19957,Gender,79.27
23881,YearsOfExperince,81.13
9638,,56.04
3856,EmpScore,89.04
3925,Gender,79.39
3779,YearsOfExperince,80.2
16363,DegreeBranch,80.71
15163,DegreeBranch,79.74
22477,CurrentCompanyType,58.34
16226,Gender,78.93
2666,DegreeBranch,81.19
16847,Gender,80.36
20237,DegreeBranch,89.88
2651,EmpScore,88.81
12344,DegreeBranch,56.81
6383,CurrentCompanyType,89.52
9587,Gender,79.92
12467,Gender,80.27
8374,YearsOfExperince,79.39
12171,,55.22
21586,DegreeBranch,82.42
11060,Gender,79.91
6261,Gender,79.43
16932,DegreeBranch,89.14
16989,EmpScore,80.95
14658,Gender,80.5
18694,YearsOfExperince,81.13
11880,Gender,79.17
5170,Gender,80.0
20400,EmpScore,88.51
4063,HighestDegree,81.32
22643,Gender,79.93
19610,YearsOfExperince,81.13
14934,,60.69
5762,,81.21
15789,Gender,79.78
18662,,58.53
23270,Gender,80.3
5877,,55.73
23830,EmpScore,89.14
19703,,80.01
13181,DegreeBranch,81.32
5950,,55.49
16127,YearsOfExperince,79.62
20134,,54.47
10718,MartialStatus,81.25
17517,YearsOfExperince,79.3
12152,Gender,80.38
4284,CurrentCompanyType,56.66
7991,,53.89
4121,Gender,79.16
8025,,56.34
15685,DegreeBranch,80.95
10689,,81.33
11428,,55.2
20817,HighestDegree,80.69
23580,,55.04
3596,DegreeBranch,80.45
14886,,52.66
16321,,81.24
5502,DegreeBranch,81.15
9588,Gender,78.53
21475,,55.16
23457,Gender,79.62
24006,YearsOfExperince,81.28
17397,,54.28
4340,DegreeBranch,87.99
8649,DegreeBranch,80.68
13554,YearsOfExperince,80.9
8328,,56.38
5768,YearsOfExperince,80.16
20564,,53.24
15383,DegreeBranch,81.3
8575,YearsOfExperince,81.26
17148,CurrentCompanyType,57.31
6756,YearsOfExperince,81.31
2022,,54.73
4536,Gender,79.34
12215,Gender,80.0
9572,Gender,78.53
6511,YearsOfExperince,81.26
17688,DegreeBranch,88.51
10578,YearsOfExperince,80.97
3787,MartialStatus,80.89
5524,YearsOfExperince,81.12
18230,DegreeBranch,88.53
2731,YearsOfExperince,79.83
4392,Gender,79.71
4686,CurrentCompanyType,57.9
19774,Gender,79.64
16720,Gender,79.11
23557,Gender,79.51
21605,,54.76
6449,CurrentCompanyType,55.94
5101,,53.58
5062,DegreeBranch,79.53
21370,Gender,79.81
18290,EmpScore,88.15
18143,Gender,79.35
5275,MartialStatus,81.24
8521,Gender,79.27
10811,Gender,79.11
13597,DegreeBranch,81.32
23781,Gender,80.76
8479,DegreeBranch,80.91
4429,HighestDegree,81.08
9510,YearsOfExperince,81.16
8872,,54.58
22318,Gender,79.88
12500,,52.1
22659,HighestDegree,81.24
7614,,57.81
19720,,54.29
7009,YearsOfExperince,79.44
13466,DegreeBranch,89.07
19282,,58.27
14170,,57.9
4139,Gender,78.83
15313,Gender,78.39
13608,,55.87
9790,DegreeBranch,81.2
9252,,80.02
14635,,55.32
17271,DegreeBranch,80.82
14739,,55.77
20854,DegreeBranch,81.24
15385,DegreeBranch,81.3
16834,DegreeBranch,88.41
22995,DegreeBranch,89.14
9851,,54.89
21489,,55.27
9977,CurrentCompanyType,56.22
6693,,55.81
9478,YearsOfExperince,80.98
17964,Gender,80.22
11005,EmpScore,88.96
24066,,81.28
17737,DegreeBranch,81.2
12345,Gender,80.17
22377,DegreeBranch,89.21
6535,Gender,80.46
20962,,79.89
3417,DegreeBranch,81.32
14209,,56.71
10571,,55.72
19011,CurrentCompanyType,57.27
4602,,81.25
12066,YearsOfExperince,81.05
14429,,56.37
16466,DegreeBranch,81.28
17715,MartialStatus,81.09
6549,,55.45
17354,Gender,79.47
22978,Gender,79.81
18767,,53.8
7762,Gender,80.08
4595,YearsOfExperince,80.05
23119,MartialStatus,81.22
15276,,55.97
10101,DegreeBranch,81.13
9370,,82.79
10898,Gender,79.86
22118,,54.59
19576,YearsOfExperince,81.32
6040,YearsOfExperince,79.26
17256,EmpScore,81.18
2103,DegreeBranch,89.14
14035,,54.98
13574,DegreeBranch,81.32
2889,Gender,80.23
16286,YearsOfExperince,79.69
4987,,56.25
8757,DegreeBranch,80.9
11460,,54.37
2422,,55.16
18160,HighestDegree,81.15
15255,DegreeBranch,81.18
10129,EmpScore,88.55
23956,Gender,80.63
12570,,53.31
11801,HighestDegree,81.32
14195,Gender,79.33
8688,DegreeBranch,88.5
16407,Gender,79.23
20505,,55.11
21474,,53.43
8557,YearsOfExperince,79.52
9325,DegreeBranch,80.8
2049,DegreeBranch,80.66
2847,DegreeBranch,82.92
6761,Gender,79.29
13424,DegreeBranch,81.22
2030,EmpScore,88.83
7149,YearsOfExperince,81.2
5704,Gender,78.77
11374,DegreeBranch,89.53
10403,Gender,78.38
18727,EmpScore,88.48
23031,YearsOfExperince,79.93
6722,,53.85
23916,Gender,79.74
16604,DegreeBranch,81.2
4600,,57.28
6025,Gender,79.29
11579,DegreeBranch,88.43
19437,YearsOfExperince,81.32
12548,EmpScore,81.33
19144,DegreeBranch,81.2
8202,Gender,79.87
10838,EmpScore,81.28
4922,DegreeBranch,81.32
5665,CurrentCompanyType,54.39
8070,DegreeBranch,81.22
8596,YearsOfExperince,89.04
2194,Gender,80.04
11513,,79.75
21788,DegreeBranch,81.32
12504,YearsOfExperince,88.43
16131,Gender,78.82
21168,DegreeBranch,81.32
18905,Gender,78.86
12267,Gender,79.43
2823,HighestDegree,80.85
8687,,54.63
23415,,55.65
20471,YearsOfExperince,81.18
8567,,54.9
17296,YearsOfExperince,80.9
5812,Gender,79.31
4852,,81.31
8334,YearsOfExperince,89.68
22009,,53.78
13607,,55.33
2244,YearsOfExperince,80.33
4801,DegreeBranch,81.24
9991,,52.72
15095,EmpScore,89.07
17331,DegreeBranch,80.11
20744,Gender,79.78
17921,DegreeBranch,81.21
19973,DegreeBranch,81.22
12481,,55.63
14560,Gender,79.37
6169,Gender,79.35
2653,DegreeBranch,81.32
24001,EmpScore,81.28
13916,Gender,80.01
23824,HighestDegree,80.8
24086,YearsOfExperince,80.68
8240,YearsOfExperince,81.1
15604,MartialStatus,81.22
21385,DegreeBranch,81.12
14826,,54.8
18829,,55.63
21783,Gender,80.55
12802,DegreeBranch,81.37
8902,MartialStatus,81.18
6079,,53.86
23492,CurrentCompanyType,56.13
8510,DegreeBranch,81.28
21617,YearsOfExperince,79.48
19728,HighestDegree,80.88
3073,YearsOfExperince,81.07
8543,DegreeBranch,80.81
23463,DegreeBranch,81.28
8830,,57.58
4480,Gender,79.97
9464,DegreeBranch,89.12
11848,Gender,78.41
9586,DegreeBranch,89.9
17818,DegreeBranch,81.28
21065,YearsOfExperince,79.25
14987,,79.71
12606,EmpScore,89.14
19515,Gender,79.61
13922,Gender,80.57
8057,DegreeBranch,81.28
17963,DegreeBranch,81.28
10989,Gender,79.26
16919,YearsOfExperince,81.13
5530,Gender,79.45
7296,Gender,79.82
20111,Gender,79.49
12470,,53.49
10925,DegreeBranch,81.28
4918,,56.0
2009,YearsOfExperince,81.28
18969,DegreeBranch,89.07
7486,EmpScore,81.22
20181,Gender,80.27
23154,,55.52
22160,YearsOfExperince,79.52
20197,HighestDegree,80.63
4724,,55.07
7386,Gender,79.92
22897,Gender,80.22
16283,Gender,79.93
16403,,79.86
18252,DegreeBranch,81.16
23364,DegreeBranch,81.22
21572,Gender,79.31
8869,,55.86
6363,HighestDegree,81.28
19498,,57.23
4276,,55.85
20338,,53.95
2660,Gender,79.66
22432,Gender,80.19
5875,DegreeBranch,81.27
5499,YearsOfExperince,81.2
14794,,55.32
14346,,80.33
8088,,57.44
14263,,56.59
19092,DegreeBranch,90.04
6052,DegreeBranch,81.32
22037,Gender,79.94
19689,Gender,79.84
7382,Gender,78.49
22047,Gender,80.15
18610,YearsOfExperince,81.42
4282,YearsOfExperince,56.38
11991,DegreeBranch,81.34
5673,DegreeBranch,81.43
5918,,55.49
17217,,54.15
4601,YearsOfExperince,80.88
23608,YearsOfExperince,79.4
23224,YearsOfExperince,88.24
18976,MartialStatus,81.22
10009,DegreeBranch,80.98
7214,,56.02
22838,,55.76
8277,,54.87
8855,,57.63
12099,MartialStatus,81.22
5470,DegreeBranch,81.3
5191,EmpScore,88.58
17240,DegreeBranch,88.78
14990,Gender,79.29
9220,DegreeBranch,80.8
7377,DegreeBranch,88.54
2922,DegreeBranch,81.2
22507,DegreeBranch,81.14
21271,Gender,79.08
2981,EmpScore,80.95
20479,Gender,79.99
14252,HighestDegree,81.13
22624,EmpScore,89.07
12431,DegreeBranch,81.32
22957,EmpScore,81.22
11797,,54.76
8898,DegreeBranch,81.22
11234,,56.72
11687,MartialStatus,81.28
5425,DegreeBranch,81.29
5308,Gender,79.44
22325,HighestDegree,82.79
3873,Gender,79.42
9609,Gender,80.05
10971,,54.96
13397,YearsOfExperince,81.2
20247,YearsOfExperince,80.0
17709,YearsOfExperince,80.15
8508,YearsOfExperince,82.48
10079,MartialStatus,81.3
15943,DegreeBranch,81.24
4291,DegreeBranch,79.78
13501,DegreeBranch,79.81
24180,DegreeBranch,81.24
13594,CurrentCompanyType,89.85
13372,YearsOfExperince,81.18
2493,DegreeBranch,80.81
7056,Gender,79.13
13752,,56.58
3093,DegreeBranch,89.14
20758,EmpScore,88.41
9608,DegreeBranch,88.64
16242,,52.85
23547,Gender,78.66
9169,DegreeBranch,81.28
19592,,57.53
14448,Gender,79.13
23495,YearsOfExperince,79.77
14870,,79.22
4529,Gender,78.7
23719,,56.11
11659,DegreeBranch,81.15
4656,Gender,79.96
8377,,55.76
8051,,55.95
22385,CurrentCompanyType,90.03
18876,,81.28
21743,CurrentCompanyType,57.28
20732,DegreeBranch,81.27
16342,DegreeBranch,81.37
7370,DegreeBranch,81.24
2300,,55.15
9664,DegreeBranch,81.28
23289,DegreeBranch,82.74
20208,DegreeBranch,89.92
17676,DegreeBranch,81.28
9780,DegreeBranch,88.52
17143,DegreeBranch,80.81
20504,,56.14
10759,,55.83
3735,YearsOfExperince,81.28
2260,Gender,79.72
20603,DegreeBranch,81.28
18155,DegreeBranch,88.65
9221,Gender,79.37
18317,EmpScore,81.18
15599,Gender,80.02
11770,YearsOfExperince,79.07
9696,CurrentCompanyType,56.53
17120,MartialStatus,81.28
16267,DegreeBranch,80.81
8844,YearsOfExperince,88.72
18049,YearsOfExperince,81.24
21814,,52.45
21068,Gender,80.01
18558,Gender,79.85
7287,DegreeBranch,81.24
9635,DegreeBranch,81.09
21496,EmpScore,81.28
15235,DegreeBranch,80.82
16793,,55.81
7926,CurrentCompanyType,55.95
6878,Gender,79.63
4017,HighestDegree,81.37
16990,YearsOfExperince,81.07
17127,DegreeBranch,80.95
9556,EmpScore,81.12
11976,,57.42
10377,MartialStatus,81.3
5293,YearsOfExperince,80.1
18235,DegreeBranch,88.51
9644,,58.15
21536,MartialStatus,80.73
8170,,53.94
13679,DegreeBranch,81.28
10423,,52.6
5518,YearsOfExperince,79.0
21058,CurrentCompanyType,57.81
22656,DegreeBranch,89.12
3648,DegreeBranch,81.09
24129,YearsOfExperince,80.9
5899,,56.87
5921,,57.98
23165,DegreeBranch,80.93
22222,Gender,79.18
15681,YearsOfExperince,79.81
23169,DegreeBranch,88.77
17600,DegreeBranch,88.74
9166,,54.9
17841,Gender,79.02
23602,,80.03
23318,EmpScore,89.1
18778,,56.95
16451,EmpScore,81.22
3881,DegreeBranch,88.82
10826,HighestDegree,81.08
6138,Gender,79.08
12622,,55.28
11512,EmpScore,88.26
13903,DegreeBranch,81.11
11053,DegreeBranch,79.89
12427,Gender,80.03
19793,,55.24
3908,Gender,80.04
3885,CurrentCompanyType,89.97
8343,YearsOfExperince,80.9
20901,DegreeBranch,89.61
13857,DegreeBranch,81.24
12712,YearsOfExperince,88.43
5653,Gender,80.0
21478,DegreeBranch,79.42
10983,EmpScore,81.05
21574,DegreeBranch,81.22
19670,Gender,79.65
17621,Gender,79.79
7918,DegreeBranch,88.82
18465,,54.63
24287,Gender,79.49
23422,Gender,79.6
12398,DegreeBranch,88.43
9973,DegreeBranch,81.27
8336,DegreeBranch,88.68
20307,Gender,79.92
2691,Gender,79.98
20435,YearsOfExperince,79.96
19176,Gender,78.39
11388,,80.66
3584,Gender,79.67
22468,,53.9
21296,YearsOfExperince,81.2
20594,DegreeBranch,81.04
17792,YearsOfExperince,89.65
23898,,55.68
6299,EmpScore,81.18
5377,,55.72
5474,YearsOfExperince,81.28
18860,,54.05
3980,Gender,80.3
8383,DegreeBranch,89.92
6801,Gender,80.02
21432,DegreeBranch,81.32
15006,Gender,80.09
4342,Gender,79.49
24358,DegreeBranch,81.28
10309,YearsOfExperince,81.23
17837,,52.83
15356,,52.29
9170,YearsOfExperince,79.81
8246,,56.35
5661,Gender,79.87
18068,EmpScore,88.76
18875,HighestDegree,81.22
9864,DegreeBranch,81.22
6847,DegreeBranch,81.32
21253,Gender,79.98
5119,CurrentCompanyType,54.43
4120,,80.79
21859,EmpScore,80.53
19946,YearsOfExperince,79.64
20702,EmpScore,81.22
20816,,53.55
12603,Gender,80.02
15479,YearsOfExperince,78.71
17960,DegreeBranch,81.22
4916,,55.72
3270,YearsOfExperince,89.04
21421,YearsOfExperince,81.13
8731,,54.62
3460,CurrentCompanyType,57.02
22115,Gender,80.37
23109,Gender,80.03
12694,Gender,79.81
19868,Gender,79.19
15636,Gender,78.97
16918,EmpScore,81.24
8220,Gender,80.23
2485,DegreeBranch,80.93
7498,,53.51
18133,,57.17
14704,HighestDegree,89.08
22814,Gender,78.87
17602,,54.59
4485,Gender,79.88
3466,Gender,80.02
24266,YearsOfExperince,80.66
4654,DegreeBranch,81.28
23093,Gender,79.94
24098,CurrentCompanyType,89.64
7100,DegreeBranch,88.41
22147,Gender,79.54
10034,Gender,79.91
6102,Gender,80.02
4978,DegreeBranch,81.2
16800,Gender,80.02
18636,,82.08
5080,HighestDegree,81.28
5057,Gender,79.87
19829,DegreeBranch,81.32
12920,,56.81
24039,Gender,79.18
3791,Gender,80.12
13288,,79.7
11170,DegreeBranch,88.68
16639,Gender,80.46
6691,Gender,80.02
16072,,81.25
21696,,54.32
16018,YearsOfExperince,89.04
16700,Gender,79.89
2856,,56.69
23978,DegreeBranch,82.16
21187,,54.95
16548,Gender,80.02
21430,,54.05
5343,DegreeBranch,81.28
10080,,57.21
15015,Gender,79.93
19878,,56.71
7244,YearsOfExperince,79.92
21304,YearsOfExperince,79.95
8623,EmpScore,80.97
14436,Gender,79.63
17280,,56.88
7900,,55.39
21828,DegreeBranch,78.91
9001,Gender,79.78
17585,Gender,79.79
2328,DegreeBranch,89.84
15541,Gender,80.76
22406,MartialStatus,81.28
8338,Gender,80.55
10391,DegreeBranch,89.84
4765,,55.82
6339,HighestDegree,89.1
13816,,56.23
23490,,56.94
24120,,53.06
21270,DegreeBranch,89.78
19634,DegreeBranch,89.9
15662,,53.05
18108,DegreeBranch,81.14
9139,,54.86
8818,Gender,78.81
21286,YearsOfExperince,80.89
23716,Gender,79.29
12596,YearsOfExperince,80.22
11244,EmpScore,81.2
17370,Gender,80.09
20062,EmpScore,89.07
4300,DegreeBranch,81.32
15706,Gender,80.22
15749,Gender,79.05
11110,DegreeBranch,81.32
8628,DegreeBranch,81.27
10618,,53.8
22472,,55.72
15407,Gender,79.47
22361,DegreeBranch,81.13
8081,,56.2
5930,DegreeBranch,81.2
24028,DegreeBranch,81.29
5680,,56.82
11620,DegreeBranch,81.22
13689,CurrentCompanyType,89.89
18651,DegreeBranch,81.22
9349,EmpScore,88.23
12573,YearsOfExperince,78.13
12409,EmpScore,81.24
6736,Gender,79.93
17203,Gender,79.72
11437,CurrentCompanyType,56.41
7958,Gender,80.02
21021,,55.58
9927,,53.32
10251,,55.95
10881,,54.92
12296,,56.83
3257,,53.58
11777,HighestDegree,89.8
10102,EmpScore,88.47
7310,DegreeBranch,81.22
6894,Gender,80.56
10829,EmpScore,81.22
24241,Gender,80.32
8518,,54.79
12169,Gender,80.32
8738,DegreeBranch,81.3
21117,,55.39
20886,YearsOfExperince,81.24
2316,CurrentCompanyType,56.52
10552,DegreeBranch,81.32
9740,,56.33
8512,DegreeBranch,80.53
20508,,81.81
23705,HighestDegree,81.28
21697,DegreeBranch,81.22
2934,,56.42
20581,Gender,79.82
20560,DegreeBranch,81.22
23071,Gender,79.99
22191,DegreeBranch,88.83
17023,Gender,79.33
18202,Gender,79.4
17111,,54.62
23713,Gender,79.88
10516,,55.82
4736,,57.29
15325,Gender,78.64
23516,MartialStatus,80.75
15393,Gender,79.39
20398,Gender,80.03
22906,DegreeBranch,81.32
19227,CurrentCompanyType,55.97
21597,DegreeBranch,80.7
9697,EmpScore,81.16
12003,,80.88
20036,YearsOfExperince,81.18
20811,,55.88
20880,HighestDegree,81.28
23612,Gender,79.82
10122,,54.72
6471,YearsOfExperince,80.96
6980,Gender,80.38
4694,DegreeBranch,77.72
5151,HighestDegree,81.06
7653,CurrentCompanyType,89.9
16941,DegreeBranch,81.28
18669,,55.88
18029,EmpScore,88.39
10841,Gender,79.33
19753,DegreeBranch,82.87
16339,DegreeBranch,80.55
24340,MartialStatus,81.22
21264,EmpScore,89.14
14857,DegreeBranch,81.28
13254,MartialStatus,81.18
5870,Gender,79.97
8432,DegreeBranch,80.75
14720,DegreeBranch,81.28
21624,YearsOfExperince,79.96
10107,DegreeBranch,81.32
5314,,56.28
16235,YearsOfExperince,81.07
9939,MartialStatus,81.2
13892,CurrentCompanyType,55.85
2192,EmpScore,88.77
2824,HighestDegree,81.26
4298,MartialStatus,81.27
2410,,55.63
23362,Gender,79.85
8857,YearsOfExperince,79.92
17579,DegreeBranch,79.0
14004,Gender,80.08
16224,,54.69
12806,,54.33
8639,,57.75
21323,,56.83
8250,YearsOfExperince,79.69
5325,DegreeBranch,88.54
17488,YearsOfExperince,81.05
21904,,54.73
5117,,54.99
6057,MartialStatus,81.22
20784,Gender,79.15
8190,Gender,79.8
15597,YearsOfExperince,80.67
4727,,57.07
17439,,53.91
15171,,55.04
14552,MartialStatus,81.2
7252,DegreeBranch,89.78
20813,DegreeBranch,81.09
18994,Gender,78.54
10013,EmpScore,81.28
21948,EmpScore,81.28
18774,,80.18
8228,DegreeBranch,82.72
4253,YearsOfExperince,79.15
8766,YearsOfExperince,81.18
19239,DegreeBranch,82.81
15642,DegreeBranch,56.84
4672,DegreeBranch,81.21
24239,EmpScore,88.29
17033,DegreeBranch,89.14
23536,Gender,79.98
15457,,56.64
4030,CurrentCompanyType,53.19
11636,,55.08
24080,EmpScore,81.28
8574,Gender,80.2
12838,YearsOfExperince,81.16
7629,,56.16
20926,,55.36
2814,YearsOfExperince,81.24
13187,Gender,79.89
5076,Gender,79.76
8912,,79.18
18009,DegreeBranch,81.25
7257,DegreeBranch,81.18
13334,Gender,80.04
9445,Gender,80.88
12578,YearsOfExperince,79.39
16719,DegreeBranch,81.16
7707,YearsOfExperince,81.24
10160,HighestDegree,88.83
4194,HighestDegree,81.33
5048,DegreeBranch,79.97
3789,Gender,79.35
6602,CurrentCompanyType,79.06
12989,YearsOfExperince,79.79
4793,Gender,79.97
23757,,53.61
23276,YearsOfExperince,88.43
13667,HighestDegree,89.07
24327,,82.8
4702,,80.3
9048,LatestDegreeCGPA,81.25
18032,DegreeBranch,81.37
23476,EmpScore,89.05
18265,Gender,78.84
13980,,54.32
15907,,54.68
20387,YearsOfExperince,79.8
9621,EmpScore,89.12
4283,DegreeBranch,81.32
9404,Gender,80.25
5321,DegreeBranch,82.79
15974,DegreeBranch,81.32
17955,Gender,79.38
10112,EmpScore,88.83
23697,Gender,79.66
12087,DegreeBranch,82.26
5913,CurrentCompanyType,53.82
11451,YearsOfExperince,80.05
11260,EmpScore,81.23
10711,Gender,79.93
9706,,54.15
23651,Gender,80.33
16319,Gender,80.03
4278,Gender,80.01
22878,Gender,79.77
3506,Gender,79.69
17731,Gender,79.95
21721,HighestDegree,89.9
23653,Gender,80.07
13006,,53.38
5715,Gender,79.95
6300,EmpScore,81.18
10884,MartialStatus,81.09
8154,YearsOfExperince,88.17
21636,,80.66
8470,DegreeBranch,81.24
24187,Gender,79.42
6262,HighestDegree,89.8
23028,HighestDegree,80.79
10231,,56.44
3177,DegreeBranch,89.08
7208,Gender,78.81
14971,EmpScore,81.28
8537,EmpScore,88.81
15444,EmpScore,81.22
11263,MartialStatus,81.22
18839,DegreeBranch,81.04
24259,EmpScore,81.2
3211,DegreeBranch,81.18
6882,DegreeBranch,81.28
17838,,55.63
10503,Gender,80.28
22635,DegreeBranch,56.27
11209,,55.32
12507,YearsOfExperince,80.01
8580,,54.61
15438,Gender,79.22
5528,,80.88
6821,EmpScore,88.79
22874,Gender,79.53
8443,DegreeBranch,81.2
22690,Gender,79.56
12790,CurrentCompanyType,79.32
10037,HighestDegree,88.83
7935,,56.08
6196,DegreeBranch,82.38
22081,HighestDegree,81.24
12172,Gender,79.41
12034,CurrentCompanyType,58.01
23711,EmpScore,81.18
9234,YearsOfExperince,79.93
19595,DegreeBranch,81.27
22857,CurrentCompanyType,55.78
8442,,54.59
20384,YearsOfExperince,79.74
11638,Gender,80.82
23894,,57.15
7609,Gender,79.87
22548,,55.41
7615,Gender,79.78
4792,EmpScore,89.14
16741,,56.52
9565,DegreeBranch,81.29
8089,,56.23
13174,YearsOfExperince,80.61
8911,CurrentCompanyType,89.84
14137,Gender,80.31
16348,Gender,80.32
16216,HighestDegree,81.28
13290,EmpScore,89.05
23957,HighestDegree,81.08
11956,Gender,79.94
10396,MartialStatus,81.33
11993,YearsOfExperince,81.24
18514,DegreeBranch,81.22
4653,Gender,78.95
16690,CurrentCompanyType,89.51
7662,Gender,78.08
9472,Gender,79.31
2944,Gender,79.84
17604,DegreeBranch,81.24
13734,,80.71
16975,,56.77
11258,Gender,80.12
16976,DegreeBranch,81.46
22746,Gender,79.2
6388,Gender,80.18
11224,,79.45
22867,,54.7
23650,,52.88
20336,MartialStatus,81.09
15247,DegreeBranch,88.47
4633,YearsOfExperince,80.72
2246,DegreeBranch,81.28
4240,YearsOfExperince,81.24
17544,DegreeBranch,80.69
8405,Gender,78.59
8255,Gender,78.85
17580,DegreeBranch,81.28
3288,Gender,78.76
10256,YearsOfExperince,89.84
15810,DegreeBranch,89.03
12924,Gender,79.57
17019,,54.4
10758,,55.54
15720,,55.47
7068,Gender,79.42
12319,Gender,79.46
12680,DegreeBranch,80.62
4073,,56.1
7087,,57.53
13162,DegreeBranch,81.37
13277,,54.87
18938,Gender,79.2
21366,Gender,79.9
21553,DegreeBranch,80.76
21012,,53.18
6804,Gender,79.55
18978,DegreeBranch,88.23
3340,HighestDegree,81.28
8541,Gender,80.16
16607,DegreeBranch,89.08
18573,,54.53
23133,,56.88
15781,HighestDegree,81.28
8464,,55.02
4258,HighestDegree,81.32
18910,,78.64
6678,Gender,79.94
3753,DegreeBranch,81.15
11755,HighestDegree,89.86
18137,Gender,79.08
10336,DegreeBranch,81.32
7617,Gender,79.45
13204,,55.81
22311,,57.05
20097,YearsOfExperince,81.28
11366,EmpScore,81.22
5081,Gender,79.71
12399,YearsOfExperince,79.95
19962,,55.4
3615,DegreeBranch,88.0
8895,Gender,79.08
3654,Gender,79.47
20289,DegreeBranch,81.22
24195,,56.89
5449,EmpScore,89.12
16759,,55.18
11637,Gender,78.82
11249,DegreeBranch,81.32
14283,Gender,79.85
10589,Gender,80.51
2432,,56.56
22712,Gender,79.84
14973,,55.6
11593,DegreeBranch,89.05
16115,Gender,80.02
18918,,80.56
14872,,53.77
18584,,54.41
6145,Gender,80.76
24220,,56.55
15232,,53.52
3631,Gender,80.46
10541,DegreeBranch,89.86
5147,DegreeBranch,81.32
20245,,56.25
14105,Gender,79.96
8552,DegreeBranch,80.07
9017,YearsOfExperince,79.12
3085,Gender,80.22
16765,YearsOfExperince,80.08
8632,YearsOfExperince,80.82
16486,YearsOfExperince,81.28
13107,DegreeBranch,79.66
18834,EmpScore,81.09
8393,Gender,79.42
11825,EmpScore,88.27
9564,EmpScore,81.16
23107,DegreeBranch,80.79
20919,Gender,79.1
10068,DegreeBranch,81.28
22189,Gender,79.45
18929,,56.41
20005,EmpScore,81.28
24047,CurrentCompanyType,90.01
24237,DegreeBranch,88.47
20838,,81.32
13381,,55.22
22702,Gender,80.47
22040,YearsOfExperince,80.88
14998,DegreeBranch,81.06
15856,,53.8
16037,,55.86
13979,,55.66
24255,YearsOfExperince,79.83
12096,MartialStatus,81.3
7496,,55.68
17787,DegreeBranch,89.56
20441,CurrentCompanyType,56.6
16750,Gender,79.95
21000,CurrentCompanyType,57.15
7956,DegreeBranch,81.22
15456,DegreeBranch,81.29
20604,,80.64
15136,,79.81
9358,,54.44
6994,EmpScore,88.26
8929,YearsOfExperince,80.07
12425,MartialStatus,81.26
13210,DegreeBranch,78.09
12429,,56.52
14793,,81.44
14483,LatestDegreeCGPA,54.53
2429,Gender,79.67
21215,MartialStatus,81.27
16051,,80.9
10808,,54.98
5777,YearsOfExperince,80.25
12645,EmpScore,81.24
2839,,56.66
